# Subset of stars selected as members
ID Mag Col Mass_mu Mass_std Mass_binar_mu Mass_binar_std P_binar
"Gaia DR2 5289996182079618560" 15.56168 1.63147 0.73158 0.00882 0.71312 0.01340 0.12
"Gaia DR2 5290767425067805824" 15.56197 1.92898 0.72121 0.00884 0.67626 0.01466 0.85
"Gaia DR2 5289978594193197440" 15.56914 1.61149 0.73160 0.00880 0.71339 0.01325 0.11
"Gaia DR2 5291535949334204800" 15.57333 1.70942 0.72779 0.00877 0.70767 0.01402 0.39
"Gaia DR2 5290797867796130944" 15.58927 1.64092 0.72872 0.00875 0.70999 0.01376 0.12
"Gaia DR2 5290689806418176768" 15.59145 1.65123 0.72816 0.00879 0.70920 0.01385 0.13
"Gaia DR2 5290746431268081408" 15.61312 1.64377 0.72649 0.00874 0.70781 0.01353 0.11
"Gaia DR2 5290938708361319424" 15.61393 1.91242 0.71721 0.00856 0.67748 0.01499 0.87
"Gaia DR2 5290714236192167936" 15.61636 1.66569 0.72546 0.00858 0.70657 0.01399 0.15
"Gaia DR2 5289891114297950336" 15.61667 1.69600 0.72433 0.00861 0.70483 0.01415 0.26
"Gaia DR2 5290848548409448320" 15.62883 1.93658 0.71489 0.00865 0.67284 0.01482 0.87
"Gaia DR2 5290714957746593536" 15.62965 1.75555 0.72114 0.00878 0.70034 0.01480 0.49
"Gaia DR2 5290668984417019392" 15.63058 1.66872 0.72402 0.00855 0.70521 0.01395 0.14
"Gaia DR2 5290646032112048128" 15.63801 1.71630 0.72174 0.00877 0.70205 0.01463 0.31
"Gaia DR2 5290924380350473088" 15.63926 1.66337 0.72338 0.00860 0.70459 0.01408 0.12
"Gaia DR2 5290644623362744448" 15.64123 1.68218 0.72260 0.00867 0.70346 0.01445 0.17
"Gaia DR2 5290002302412249088" 15.64477 1.96367 0.71254 0.00850 0.66791 0.01509 0.85
"Gaia DR2 5290736363863548032" 15.66350 1.73101 0.71892 0.00856 0.69882 0.01465 0.33
"Gaia DR2 5291006293966968320" 15.66392 1.67502 0.72080 0.00868 0.70195 0.01444 0.13
"Gaia DR2 5290774984210278272" 15.67074 1.67878 0.71997 0.00854 0.70106 0.01452 0.13
"Gaia DR2 5290933863638628096" 15.67706 1.68474 0.71925 0.00851 0.70024 0.01454 0.14
"Gaia DR2 5290941285341713664" 15.67781 1.70632 0.71858 0.00852 0.69900 0.01457 0.20
"Gaia DR2 5290765947599154048" 15.67803 1.68866 0.71905 0.00854 0.70006 0.01451 0.15
"Gaia DR2 5290813982513178624" 15.67899 1.66337 0.71972 0.00854 0.70112 0.01451 0.11
"Gaia DR2 5290925170624343040" 15.67910 1.68750 0.71900 0.00852 0.69997 0.01452 0.14
"Gaia DR2 5290661700152454400" 15.68797 1.69944 0.71792 0.00852 0.69844 0.01452 0.17
"Gaia DR2 5290999937415263104" 15.69185 1.64511 0.71929 0.00851 0.70088 0.01426 0.13
"Gaia DR2 5290667232070350080" 15.69841 1.69708 0.71708 0.00849 0.69758 0.01449 0.15
"Gaia DR2 5289907675693554688" 15.70320 1.68099 0.71718 0.00849 0.69800 0.01434 0.11
"Gaia DR2 5289891423535761920" 15.70529 1.69122 0.71663 0.00851 0.69722 0.01447 0.13
"Gaia DR2 5294124229767597696" 15.70642 1.98914 0.70623 0.00842 0.65993 0.01460 0.85
"Gaia DR2 5291040584985545344" 15.71228 1.73353 0.71440 0.00854 0.69487 0.01460 0.26
"Gaia DR2 5290014122162418688" 15.72107 1.73391 0.71366 0.00857 0.69392 0.01447 0.25
"Gaia DR2 5290763886014843392" 15.72131 1.70339 0.71468 0.00855 0.69568 0.01456 0.14
"Gaia DR2 5290994439857036928" 15.72638 1.71044 0.71394 0.00857 0.69485 0.01447 0.15
"Gaia DR2 5289893828717390720" 15.72766 2.02378 0.70325 0.00845 0.65494 0.01452 0.82
"Gaia DR2 5290614592951539456" 15.72841 1.70197 0.71406 0.00858 0.69511 0.01443 0.13
"Gaia DR2 5291034228433888128" 15.73993 1.85816 0.70766 0.00863 0.68362 0.01514 0.71
"Gaia DR2 5288068673774909824" 15.74172 1.84334 0.70796 0.00862 0.68509 0.01480 0.66
"Gaia DR2 5290968910571178496" 15.76828 1.73567 0.70954 0.00846 0.68952 0.01430 0.19
"Gaia DR2 5290938021166494464" 15.76996 1.73614 0.70937 0.00847 0.68922 0.01434 0.19
"Gaia DR2 5290627409133614464" 15.77303 1.72519 0.70944 0.00845 0.68953 0.01429 0.15
"Gaia DR2 5290665204845694336" 15.77899 1.77055 0.70724 0.00859 0.68677 0.01448 0.31
"Gaia DR2 5289688048244908032" 15.78041 1.72445 0.70870 0.00859 0.68909 0.01420 0.14
"Gaia DR2 5290806835687773184" 15.78532 1.72927 0.70803 0.00862 0.68838 0.01421 0.15
"Gaia DR2 5290688084132627328" 15.78684 1.81608 0.70509 0.00847 0.68353 0.01470 0.49
"Gaia DR2 5290735985906343680" 15.80148 1.74972 0.70606 0.00839 0.68573 0.01456 0.19
"Gaia DR2 5290718599879127040" 15.80272 1.71276 0.70713 0.00859 0.68759 0.01418 0.11
"Gaia DR2 5290025563955222272" 15.80382 1.42133 0.71715 0.00846 0.70095 0.01389 0.37
"Gaia DR2 5291483172775552768" 15.80768 1.75732 0.70528 0.00843 0.68515 0.01443 0.21
"Gaia DR2 5290764813727873664" 15.80796 1.72757 0.70617 0.00836 0.68621 0.01449 0.12
"Gaia DR2 5290409259154039040" 15.80998 1.74461 0.70547 0.00847 0.68548 0.01441 0.16
"Gaia DR2 5294023250793867648" 15.81007 2.39945 0.68322 0.00902 0.62859 0.01439 0.63
"Gaia DR2 5290637957573221760" 15.81560 1.98189 0.69690 0.00859 0.65583 0.01612 0.87
"Gaia DR2 5290667094631481984" 15.83783 1.75324 0.70272 0.00854 0.68296 0.01445 0.16
"Gaia DR2 5291041031662188288" 15.85987 1.73955 0.70109 0.00855 0.68159 0.01423 0.11
"Gaia DR2 5290897266218055040" 15.86391 1.77349 0.69966 0.00853 0.68004 0.01407 0.19
"Gaia DR2 5290798864228454272" 15.87386 1.91504 0.69387 0.00859 0.66899 0.01521 0.72
"Gaia DR2 5290773060065010560" 15.87916 1.75961 0.69887 0.00853 0.67931 0.01380 0.13
"Gaia DR2 5290815837939079552" 15.88051 1.75658 0.69886 0.00853 0.67939 0.01379 0.12
"Gaia DR2 5290381359046749056" 15.88365 1.91527 0.69308 0.00862 0.66867 0.01492 0.71
"Gaia DR2 5290754780684542592" 15.88898 1.76055 0.69804 0.00846 0.67841 0.01384 0.13
"Gaia DR2 5290795496974208768" 15.88927 1.99731 0.68991 0.00874 0.65196 0.01592 0.86
"Gaia DR2 5290720524024401920" 15.90349 1.74300 0.69735 0.00846 0.67781 0.01363 0.11
"Gaia DR2 5290723375882600192" 15.90747 1.79271 0.69521 0.00863 0.67475 0.01371 0.20
"Gaia DR2 5290623556543183616" 15.91100 1.80705 0.69430 0.00866 0.67389 0.01386 0.25
"Gaia DR2 5290711727931438080" 15.92229 2.03321 0.68567 0.00879 0.64234 0.01530 0.88
"Gaia DR2 5291450015627779712" 15.92426 1.78048 0.69403 0.00865 0.67406 0.01359 0.14
"Gaia DR2 5290898816704856320" 15.94000 1.79883 0.69209 0.00868 0.67233 0.01333 0.18
"Gaia DR2 5290985059648348800" 15.94459 1.77109 0.69264 0.00861 0.67298 0.01336 0.11
"Gaia DR2 5289573458516783488" 15.94571 1.96536 0.68587 0.00878 0.65938 0.01411 0.79
"Gaia DR2 5290659535489024896" 15.94762 1.82596 0.69061 0.00873 0.67088 0.01307 0.27
"Gaia DR2 5291169880682577024" 15.94922 1.84656 0.68969 0.00875 0.66973 0.01318 0.35
"Gaia DR2 5290904932738209024" 15.95040 1.85081 0.68947 0.00874 0.66933 0.01321 0.37
"Gaia DR2 5290786013686393600" 15.95695 1.81030 0.69035 0.00876 0.67088 0.01301 0.19
"Gaia DR2 5290742892213699712" 15.95839 2.03208 0.68250 0.00899 0.64162 0.01589 0.87
"Gaia DR2 5290856657307951232" 15.95866 1.81406 0.69003 0.00874 0.67053 0.01297 0.21
"Gaia DR2 5290899881856756224" 15.97813 1.82035 0.68789 0.00869 0.66840 0.01266 0.20
"Gaia DR2 5290660703720134912" 15.98467 1.81417 0.68751 0.00870 0.66808 0.01267 0.17
"Gaia DR2 5289828029818835200" 15.98987 1.80118 0.68747 0.00872 0.66832 0.01255 0.13
"Gaia DR2 5290345350041066112" 15.99519 1.79993 0.68709 0.00875 0.66789 0.01279 0.13
"Gaia DR2 5291032888404680576" 15.99527 1.80882 0.68679 0.00877 0.66751 0.01283 0.14
"Gaia DR2 5290665479723837184" 15.99767 2.13766 0.67528 0.00924 0.62232 0.01497 0.81
"Gaia DR2 5290723032285137024" 16.00283 1.84054 0.68509 0.00883 0.66562 0.01262 0.24
"Gaia DR2 5290753062697353856" 16.00373 1.66114 0.69119 0.00866 0.67273 0.01289 0.28
"Gaia DR2 5290662249908263296" 16.00947 1.83851 0.68451 0.00892 0.66513 0.01273 0.23
"Gaia DR2 5291165001598944896" 16.01014 1.82956 0.68474 0.00891 0.66542 0.01276 0.19
"Gaia DR2 5291024019295596416" 16.01185 1.82486 0.68475 0.00891 0.66553 0.01271 0.17
"Gaia DR2 5290810443460203520" 16.01321 1.81643 0.68494 0.00886 0.66575 0.01258 0.15
"Gaia DR2 5290669328014408192" 16.01769 1.82947 0.68404 0.00890 0.66500 0.01269 0.18
"Gaia DR2 5290763439338232192" 16.01888 2.13881 0.67343 0.00925 0.62086 0.01484 0.82
"Gaia DR2 5289722339263585280" 16.02023 1.82710 0.68389 0.00888 0.66484 0.01269 0.17
"Gaia DR2 5290715919819356800" 16.02580 1.88276 0.68160 0.00892 0.66147 0.01281 0.39
"Gaia DR2 5289874071868093568" 16.03052 1.81671 0.68342 0.00888 0.66429 0.01252 0.13
"Gaia DR2 5290843875485009664" 16.03395 1.97287 0.67763 0.00914 0.65470 0.01342 0.73
"Gaia DR2 5290734302279048704" 16.03944 2.17471 0.67026 0.00945 0.61665 0.01430 0.79
"Gaia DR2 5290784226980246912" 16.05056 1.85497 0.68029 0.00899 0.66101 0.01271 0.23
"Gaia DR2 5291242998204992896" 16.05562 1.84829 0.68004 0.00902 0.66092 0.01268 0.20
"Gaia DR2 5290783780303652352" 16.05883 1.85230 0.67965 0.00906 0.66036 0.01272 0.21
"Gaia DR2 5290726193380997632" 16.06035 1.84423 0.67980 0.00904 0.66061 0.01272 0.18
"Gaia DR2 5289659564022050688" 16.06229 2.18260 0.66777 0.00942 0.61387 0.01418 0.79
"Gaia DR2 5290734439718012928" 16.06310 1.99499 0.67435 0.00918 0.65040 0.01382 0.76
"Gaia DR2 5290935993942419840" 16.06494 1.82177 0.68015 0.00901 0.66141 0.01257 0.12
"Gaia DR2 5290661253475851392" 16.07253 1.84410 0.67857 0.00908 0.65991 0.01256 0.16
"Gaia DR2 5291046701018945792" 16.07687 2.17255 0.66686 0.00958 0.61342 0.01417 0.81
"Gaia DR2 5289754843576021760" 16.08627 1.83266 0.67778 0.00910 0.65922 0.01257 0.13
"Gaia DR2 5290912113923645952" 16.10246 1.84705 0.67577 0.00913 0.65715 0.01215 0.14
"Gaia DR2 5294557819603877888" 16.10327 1.75471 0.67889 0.00904 0.66086 0.01239 0.22
"Gaia DR2 5290637476536975872" 16.10820 1.91433 0.67312 0.00935 0.65386 0.01226 0.39
"Gaia DR2 5291126965368493184" 16.11215 1.88143 0.67386 0.00926 0.65499 0.01220 0.24
"Gaia DR2 5290934997509679232" 16.12769 1.85686 0.67335 0.00925 0.65468 0.01206 0.14
"Gaia DR2 5290668778258672128" 16.12998 1.86319 0.67285 0.00931 0.65445 0.01206 0.16
"Gaia DR2 5290131941705267072" 16.13644 1.86785 0.67206 0.00940 0.65369 0.01203 0.16
"Gaia DR2 5290707604762505600" 16.13923 2.15901 0.66166 0.00977 0.60994 0.01412 0.85
"Gaia DR2 5290913900630098304" 16.14318 1.86000 0.67166 0.00929 0.65345 0.01213 0.14
"Gaia DR2 5290703069277036928" 16.14606 1.91842 0.66940 0.00935 0.65052 0.01218 0.35
"Gaia DR2 5290168637905653888" 16.14750 2.15962 0.66083 0.00976 0.60959 0.01439 0.86
"Gaia DR2 5291133837312601984" 16.14926 1.92176 0.66897 0.00940 0.64976 0.01224 0.36
"Gaia DR2 5290944171559733632" 16.15490 2.08530 0.66276 0.00974 0.62760 0.01694 0.86
"Gaia DR2 5290726914935470976" 16.15765 1.93963 0.66754 0.00939 0.64837 0.01230 0.42
"Gaia DR2 5290843600607100416" 16.16042 1.89937 0.66874 0.00944 0.64992 0.01232 0.24
"Gaia DR2 5291007599637034112" 16.17343 2.01339 0.66366 0.00967 0.64240 0.01300 0.70
"Gaia DR2 5289889946066884480" 16.17375 1.92891 0.66659 0.00954 0.64791 0.01220 0.35
"Gaia DR2 5289990207784548736" 16.17470 1.87874 0.66814 0.00951 0.64971 0.01206 0.15
"Gaia DR2 5290793263591287168" 16.18486 1.88794 0.66690 0.00952 0.64873 0.01213 0.17
"Gaia DR2 5290666957192524928" 16.18805 1.91054 0.66598 0.00959 0.64760 0.01227 0.25
"Gaia DR2 5290772235431280000" 16.18946 1.86299 0.66732 0.00942 0.64935 0.01203 0.12
"Gaia DR2 5290744983857413376" 16.21635 1.91701 0.66301 0.00973 0.64466 0.01199 0.23
"Gaia DR2 5290817040529835648" 16.21826 1.89000 0.66385 0.00964 0.64559 0.01228 0.14
"Gaia DR2 5290443412734021248" 16.21913 1.87790 0.66421 0.00958 0.64593 0.01233 0.12
"Gaia DR2 5290720008628235392" 16.24356 1.91779 0.66045 0.00983 0.64217 0.01221 0.19
"Gaia DR2 5289862011599570048" 16.25576 1.95080 0.65842 0.00994 0.63963 0.01229 0.31
"Gaia DR2 5290934447753907584" 16.25624 1.99833 0.65661 0.01002 0.63744 0.01247 0.53
"Gaia DR2 5290765844519936768" 16.26771 1.93438 0.65786 0.01000 0.63954 0.01232 0.22
"Gaia DR2 5290767871744305920" 16.27068 1.90182 0.65871 0.00989 0.64038 0.01233 0.12
"Gaia DR2 5290759487968438528" 16.27120 2.22608 0.64727 0.01063 0.59528 0.01225 0.83
"Gaia DR2 5289670834016192512" 16.27538 1.88093 0.65896 0.00980 0.64082 0.01221 0.12
"Gaia DR2 5291029246271740032" 16.27617 2.19591 0.64778 0.01062 0.59875 0.01347 0.87
"Gaia DR2 5290712346406652800" 16.27904 2.22037 0.64664 0.01059 0.59532 0.01248 0.84
"Gaia DR2 5289842254750415872" 16.28663 1.85023 0.65902 0.00980 0.64101 0.01227 0.18
"Gaia DR2 5290767631226220928" 16.29116 1.83160 0.65926 0.00981 0.64140 0.01230 0.21
"Gaia DR2 5277618468587952000" 16.29275 2.03460 0.65186 0.01022 0.63186 0.01309 0.62
"Gaia DR2 5290764401411011072" 16.29411 1.92979 0.65544 0.01005 0.63749 0.01219 0.17
"Gaia DR2 5290868545777198976" 16.29719 2.24211 0.64423 0.01086 0.59169 0.01265 0.82
"Gaia DR2 5290948981923282432" 16.29997 1.96268 0.65378 0.01017 0.63561 0.01255 0.29
"Gaia DR2 5290749042608318720" 16.30194 1.92158 0.65499 0.01009 0.63717 0.01222 0.14
"Gaia DR2 5290740452672243456" 16.30452 2.23847 0.64375 0.01086 0.59161 0.01272 0.83
"Gaia DR2 5291242719030772480" 16.30899 1.98250 0.65221 0.01020 0.63382 0.01252 0.37
"Gaia DR2 5290032092305523712" 16.30947 2.04453 0.65008 0.01039 0.63001 0.01287 0.64
"Gaia DR2 5289924099648208384" 16.32191 1.91255 0.65352 0.01012 0.63560 0.01246 0.12
"Gaia DR2 5290716057258313088" 16.32306 1.97618 0.65113 0.01020 0.63281 0.01256 0.31
"Gaia DR2 5290656099515450752" 16.32316 1.94320 0.65227 0.01024 0.63429 0.01242 0.18
"Gaia DR2 5289956329082830208" 16.32558 2.01726 0.64962 0.01044 0.63039 0.01256 0.50
"Gaia DR2 5290824049916475264" 16.32917 1.90182 0.65319 0.01015 0.63536 0.01255 0.12
"Gaia DR2 5290934752694628480" 16.33359 1.93888 0.65149 0.01021 0.63357 0.01245 0.15
"Gaia DR2 5290929190714205056" 16.33471 2.24134 0.64072 0.01092 0.58928 0.01287 0.84
"Gaia DR2 5289984126110942848" 16.33755 2.25443 0.64007 0.01102 0.58843 0.01271 0.82
"Gaia DR2 5290655412320662144" 16.34184 1.96380 0.64993 0.01035 0.63159 0.01269 0.23
"Gaia DR2 5290784257039669632" 16.34695 1.93967 0.65028 0.01034 0.63234 0.01256 0.14
"Gaia DR2 5289862423916490240" 16.35298 1.69747 0.65831 0.00990 0.64061 0.01280 0.35
"Gaia DR2 5290779485335828608" 16.36549 2.29707 0.63591 0.01125 0.58354 0.01285 0.79
"Gaia DR2 5289881768449288576" 16.36770 1.97294 0.64720 0.01048 0.62908 0.01256 0.23
"Gaia DR2 5290694273184073728" 16.36804 2.01847 0.64544 0.01060 0.62682 0.01278 0.43
"Gaia DR2 5291118719031467520" 16.36873 1.94221 0.64809 0.01052 0.63025 0.01241 0.13
"Gaia DR2 5290853152614778880" 16.37246 1.76547 0.65394 0.01010 0.63659 0.01258 0.32
"Gaia DR2 5290814635348084992" 16.37517 1.98594 0.64585 0.01056 0.62783 0.01262 0.27
"Gaia DR2 5290761098575269632" 16.38027 2.02401 0.64420 0.01070 0.62544 0.01262 0.44
"Gaia DR2 5291137445088273792" 16.38071 2.22355 0.63704 0.01118 0.59049 0.01374 0.87
"Gaia DR2 5290759350529483392" 16.38151 2.24995 0.63603 0.01126 0.58645 0.01333 0.85
"Gaia DR2 5290028725050999296" 16.38367 1.95889 0.64605 0.01049 0.62820 0.01249 0.16
"Gaia DR2 5289982545563048832" 16.38589 2.30613 0.63365 0.01126 0.58142 0.01290 0.78
"Gaia DR2 5290663555578333568" 16.39833 1.97672 0.64423 0.01066 0.62581 0.01246 0.20
"Gaia DR2 5290707089366346880" 16.40400 1.97642 0.64367 0.01074 0.62543 0.01242 0.19
"Gaia DR2 5290647200343154944" 16.40547 2.29080 0.63243 0.01141 0.58116 0.01328 0.81
"Gaia DR2 5290712964881942016" 16.40968 1.97423 0.64315 0.01070 0.62504 0.01238 0.17
"Gaia DR2 5291066286070052352" 16.41160 2.15774 0.63650 0.01113 0.60803 0.01346 0.85
"Gaia DR2 5290923383918416384" 16.41811 1.97649 0.64229 0.01077 0.62424 0.01237 0.17
"Gaia DR2 5290724097437028480" 16.42016 2.22128 0.63343 0.01118 0.59103 0.01400 0.88
"Gaia DR2 5290691833642642176" 16.42372 1.98513 0.64146 0.01080 0.62342 0.01237 0.19
"Gaia DR2 5290735642309114240" 16.42841 2.10788 0.63668 0.01109 0.61555 0.01229 0.72
"Gaia DR2 5290629466418484352" 16.43028 2.10010 0.63676 0.01111 0.61615 0.01241 0.69
"Gaia DR2 5290760690559288064" 16.43688 1.98247 0.64035 0.01075 0.62214 0.01242 0.16
"Gaia DR2 5289888228079920640" 16.44156 2.34762 0.62701 0.01161 0.57436 0.01290 0.76
"Gaia DR2 5290938845800257920" 16.44498 1.98740 0.63941 0.01080 0.62103 0.01240 0.17
"Gaia DR2 5290632425655609344" 16.44561 2.01189 0.63847 0.01089 0.61995 0.01256 0.27
"Gaia DR2 5290770895401484032" 16.44626 1.97963 0.63958 0.01078 0.62132 0.01243 0.15
"Gaia DR2 5290725368747362816" 16.44952 1.97376 0.63948 0.01079 0.62126 0.01245 0.13
"Gaia DR2 5289886166495716992" 16.45224 2.00235 0.63823 0.01089 0.61978 0.01252 0.22
"Gaia DR2 5290941628939128320" 16.45490 1.99423 0.63826 0.01089 0.61992 0.01244 0.18
"Gaia DR2 5290767940463787264" 16.46034 1.95952 0.63892 0.01083 0.62090 0.01249 0.11
"Gaia DR2 5290712312046913792" 16.46229 2.25246 0.62834 0.01144 0.58336 0.01410 0.87
"Gaia DR2 5290652732261058816" 16.47557 2.33163 0.62424 0.01173 0.57333 0.01363 0.79
"Gaia DR2 5290545873474453120" 16.47775 1.89625 0.63955 0.01073 0.62166 0.01278 0.22
"Gaia DR2 5290923212119724672" 16.48033 2.01293 0.63514 0.01102 0.61647 0.01217 0.22
"Gaia DR2 5290965470299554816" 16.48150 1.97942 0.63622 0.01097 0.61809 0.01247 0.12
"Gaia DR2 5289725122402589568" 16.48695 2.00703 0.63472 0.01100 0.61615 0.01211 0.18
"Gaia DR2 5291052610893963264" 16.48706 1.98774 0.63539 0.01101 0.61709 0.01222 0.13
"Gaia DR2 5290762339826697344" 16.49044 2.00239 0.63455 0.01100 0.61603 0.01206 0.16
"Gaia DR2 5290663521218593536" 16.49247 2.21757 0.62675 0.01147 0.59299 0.01357 0.88
"Gaia DR2 5290798898588192000" 16.49397 2.00835 0.63400 0.01101 0.61523 0.01224 0.18
"Gaia DR2 5290093664957215104" 16.49450 1.17991 0.66321 0.00969 0.64587 0.01390 0.45
"Gaia DR2 5289979418826921344" 16.49603 1.88139 0.63833 0.01081 0.62048 0.01278 0.25
"Gaia DR2 5290706092933811456" 16.49999 2.02198 0.63294 0.01107 0.61394 0.01218 0.22
"Gaia DR2 5289990894979321344" 16.50104 2.04920 0.63185 0.01120 0.61256 0.01201 0.35
"Gaia DR2 5290881735619245696" 16.50592 2.04050 0.63173 0.01122 0.61255 0.01199 0.30
"Gaia DR2 5289992750405037952" 16.51163 2.10584 0.62889 0.01128 0.60900 0.01185 0.59
"Gaia DR2 5290642561778464512" 16.51172 1.99674 0.63277 0.01107 0.61393 0.01218 0.13
"Gaia DR2 5290741449104650112" 16.51571 2.07850 0.62951 0.01125 0.61012 0.01192 0.46
"Gaia DR2 5290721069482679680" 16.51611 2.20669 0.62479 0.01156 0.59575 0.01287 0.87
"Gaia DR2 5290926888611315584" 16.52136 2.02725 0.63073 0.01117 0.61195 0.01198 0.21
"Gaia DR2 5290934653912289536" 16.53351 2.03834 0.62919 0.01119 0.61046 0.01189 0.24
"Gaia DR2 5290716675733528960" 16.53735 2.21665 0.62244 0.01158 0.59353 0.01261 0.87
"Gaia DR2 5290717981403512704" 16.53785 2.02988 0.62909 0.01119 0.61041 0.01189 0.20
"Gaia DR2 5289878950950802688" 16.53804 2.03789 0.62879 0.01121 0.61027 0.01189 0.23
"Gaia DR2 5290649536805390336" 16.53880 2.29299 0.61966 0.01176 0.57364 0.01431 0.85
"Gaia DR2 5290820442143654656" 16.54863 1.97005 0.63020 0.01113 0.61175 0.01201 0.14
"Gaia DR2 5289997075432766336" 16.54873 1.96655 0.63032 0.01113 0.61190 0.01212 0.14
"Gaia DR2 5290718084482964992" 16.54947 2.05861 0.62695 0.01133 0.60838 0.01205 0.31
"Gaia DR2 5290669534172838528" 16.55185 2.05107 0.62700 0.01135 0.60853 0.01205 0.27
"Gaia DR2 5290664964327520896" 16.55474 1.99230 0.62880 0.01119 0.61052 0.01186 0.11
"Gaia DR2 5290402765163645312" 16.55655 2.03930 0.62697 0.01132 0.60872 0.01207 0.21
"Gaia DR2 5290931286657993344" 16.56482 2.02862 0.62653 0.01132 0.60842 0.01212 0.16
"Gaia DR2 5290689222302540928" 16.56955 2.40661 0.61242 0.01201 0.56217 0.01271 0.75
"Gaia DR2 5290718629942367488" 16.57923 2.06209 0.62402 0.01138 0.60549 0.01210 0.27
"Gaia DR2 5289895477984777728" 16.58160 2.03578 0.62468 0.01138 0.60653 0.01235 0.16
"Gaia DR2 5289806005227009536" 16.58481 2.07260 0.62310 0.01138 0.60439 0.01211 0.31
"Gaia DR2 5290769039975518464" 16.59103 2.08826 0.62185 0.01140 0.60299 0.01216 0.37
"Gaia DR2 5290766256836800896" 16.59245 2.05238 0.62307 0.01135 0.60463 0.01215 0.21
"Gaia DR2 5290816422049740800" 16.59410 2.01118 0.62440 0.01136 0.60641 0.01247 0.11
"Gaia DR2 5290834735794742272" 16.59879 2.05246 0.62244 0.01141 0.60394 0.01227 0.20
"Gaia DR2 5290724647192847616" 16.60150 2.11883 0.61987 0.01158 0.60011 0.01214 0.50
"Gaia DR2 5290655034363564160" 16.60279 2.05453 0.62192 0.01137 0.60344 0.01224 0.20
"Gaia DR2 5290667678747043584" 16.60450 2.32044 0.61220 0.01187 0.56732 0.01381 0.85
"Gaia DR2 5315485202368799616" 16.60518 1.08645 0.65624 0.00999 0.63857 0.01472 0.46
"Gaia DR2 5290834082959492480" 16.60992 2.04709 0.62157 0.01140 0.60308 0.01231 0.17
"Gaia DR2 5289758313909518848" 16.61401 2.10173 0.61930 0.01154 0.59985 0.01211 0.40
"Gaia DR2 5290843257009705344" 16.61717 2.09963 0.61909 0.01151 0.59969 0.01216 0.38
"Gaia DR2 5290431764782863360" 16.61973 2.10033 0.61879 0.01154 0.59944 0.01218 0.38
"Gaia DR2 5290752341143028736" 16.62181 2.06475 0.61986 0.01150 0.60104 0.01224 0.21
"Gaia DR2 5290900053655462912" 16.62183 2.03811 0.62074 0.01143 0.60246 0.01248 0.13
"Gaia DR2 5289721166734073856" 16.62592 2.06401 0.61948 0.01147 0.60067 0.01224 0.21
"Gaia DR2 5290815253823430272" 16.63041 1.98853 0.62168 0.01133 0.60369 0.01246 0.16
"Gaia DR2 5290748973888714880" 16.63173 2.02588 0.62031 0.01144 0.60213 0.01249 0.11
"Gaia DR2 5290652938419484928" 16.63590 2.10088 0.61711 0.01153 0.59771 0.01209 0.36
"Gaia DR2 5290638713487476352" 16.63702 2.05006 0.61893 0.01147 0.60019 0.01234 0.14
"Gaia DR2 5290663693017289216" 16.63710 2.07173 0.61808 0.01156 0.59923 0.01219 0.22
"Gaia DR2 5290642046382523008" 16.63788 2.08054 0.61773 0.01161 0.59871 0.01222 0.26
"Gaia DR2 5290623767001493376" 16.64509 2.13182 0.61513 0.01157 0.59529 0.01199 0.49
"Gaia DR2 5289870051778619776" 16.64661 2.17549 0.61343 0.01169 0.59273 0.01152 0.68
"Gaia DR2 5290632219497000320" 16.64734 2.27071 0.60988 0.01187 0.57842 0.01326 0.88
"Gaia DR2 5290760342661729280" 16.65430 2.03983 0.61758 0.01154 0.59910 0.01233 0.12
"Gaia DR2 5291034537671548544" 16.65454 2.09225 0.61570 0.01149 0.59625 0.01200 0.28
"Gaia DR2 5290820682656967168" 16.65689 0.94162 0.65654 0.00999 0.63867 0.01496 0.46
"Gaia DR2 5291072573902407424" 16.66172 2.10646 0.61446 0.01156 0.59509 0.01204 0.34
"Gaia DR2 5290906341487501824" 16.66212 2.14234 0.61308 0.01163 0.59338 0.01172 0.51
"Gaia DR2 5289800782546600832" 16.66271 2.08563 0.61513 0.01148 0.59586 0.01210 0.24
"Gaia DR2 5290766630492796288" 16.66647 2.07061 0.61529 0.01146 0.59622 0.01220 0.17
"Gaia DR2 5290730350909320704" 16.66751 2.11734 0.61350 0.01164 0.59410 0.01196 0.38
"Gaia DR2 5290740658830679168" 16.67223 2.28735 0.60676 0.01184 0.57449 0.01327 0.88
"Gaia DR2 5290817212328531072" 16.67622 2.07611 0.61416 0.01155 0.59521 0.01218 0.18
"Gaia DR2 5290716675733528832" 16.67946 2.02356 0.61580 0.01141 0.59701 0.01251 0.13
"Gaia DR2 5290728942159964160" 16.69060 2.18794 0.60869 0.01173 0.58828 0.01137 0.66
"Gaia DR2 5290932386169704320" 16.69567 2.09645 0.61156 0.01167 0.59270 0.01179 0.23
"Gaia DR2 5289717082223609600" 16.69674 2.05166 0.61304 0.01155 0.59459 0.01222 0.11
"Gaia DR2 5290768284061176192" 16.70187 2.29959 0.60344 0.01201 0.57132 0.01375 0.87
"Gaia DR2 5290793160512070784" 16.70635 2.38858 0.59966 0.01205 0.55541 0.01420 0.81
"Gaia DR2 5290435132037146496" 16.71004 2.12145 0.60926 0.01169 0.59024 0.01183 0.32
"Gaia DR2 5289790508984634624" 16.71216 2.44474 0.59693 0.01221 0.55008 0.01409 0.76
